,company,href
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/small-lenders-can-use-digital-signatures-to-open-accounts/articleshow/54728154.cms
0,YB,http://economictimes.indiatimes.com/markets/stocks/news/aviation-stocks-nosedive-despite-growth-in-passenger-numbers/articleshow/54728056.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/aviation-stocks-nosedive-despite-growth-in-passenger-numbers/articleshow/54728056.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/moil-gains-9-35-on-purchase-of-mine-land/articleshow/54728001.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/fifteen-stocks-in-focus-on-friday-7-october-2016/articleshow/54727852.cms
0,OTHERS,http://economictimes.indiatimes.comhttp://economictimes.indiatimes.com/track-sensex-nifty-live-look-who-is-moving-my-market-today/liveblog/54727730.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/firm-crude-oil-prices-pump-up-bse-oil-gas-index-to-a-multi-year-high/articleshow/54727679.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/mainland-european-shares-slip-while-weak-sterling-lifts-uks-ftse/articleshow/54733122.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/confused-how-to-decode-a-breakout-or-a-breakdown-use-atr-for-winning-trade/articleshow/54732604.cms
0,IDEA,http://economictimes.indiatimes.com/markets/stocks/news/top-ten-intraday-trading-ideas-for-afternoon-trade-for-friday-07-october-2016/articleshow/54732359.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/top-ten-intraday-trading-ideas-for-afternoon-trade-for-friday-07-october-2016/articleshow/54732359.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/four-global-challenges-for-indian-market-as-listed-by-finance-minister-arun-jaitley/articleshow/54732272.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/four-global-challenges-for-indian-market-as-listed-by-finance-minister-arun-jaitley/articleshow/54732272.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/asian-stocks-fall-as-investors-take-profits-from-recent-rally/articleshow/54731683.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/nse-to-pay-795-dividend-bonus/articleshow/54730193.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/top-eight-money-making-trading-strategies-for-the-next-5-10-sessions/articleshow/54774979.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/over-100-stocks-on-bse-gave-bullish-crossover-based-on-macd-time-to-buy/articleshow/54774857.cms
0,MAR,http://economictimes.indiatimes.com/markets/stocks/news/whats-buzzing-on-breakfast-tables-before-opening-bell/articleshow/54773303.cms
0,MAR,http://economictimes.indiatimes.com/markets/stocks/news/whats-buzzing-on-breakfast-tables-before-opening-bell/articleshow/54773303.cms
0,CIPLA,http://economictimes.indiatimes.com/markets/stocks/news/whats-buzzing-on-breakfast-tables-before-opening-bell/articleshow/54773303.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/whats-buzzing-on-breakfast-tables-before-opening-bell/articleshow/54773303.cms
0,IDEA,http://economictimes.indiatimes.com/markets/stocks/news/buy-or-sell-ideas-by-experts-for-morning-trade-on-monday-10-october-2016/articleshow/54773669.cms
0,OTHERS,http://economictimes.indiatimes.comhttp://economictimes.indiatimes.com/track-sensex-nifty-live-whos-moving-my-market-today/liveblog/54773549.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/governor-patel-hints-rbi-may-say-yes-to-a-bad-bank/articleshow/54689113.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/governor-patel-hints-rbi-may-say-yes-to-a-bad-bank/articleshow/54689113.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/new-rbi-guidelines-on-stressed-assets-give-banks-a-breather/articleshow/54689063.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/market-cues-buzzing-at-breakfast-tables-this-morning/articleshow/54667528.cms
0,BAJAJ,http://economictimes.indiatimes.com/markets/stocks/news/global-biotech-firms-positive-on-gm-regulatory-regime/articleshow/54668848.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/global-biotech-firms-positive-on-gm-regulatory-regime/articleshow/54668848.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/learn-with-etmarkets-how-are-nri-deposits-different-from-remittances/articleshow/54668390.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/syndicate-bank-bank-of-india-lower-rates-by-5-10-bps/articleshow/54707988.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/syndicate-bank-bank-of-india-lower-rates-by-5-10-bps/articleshow/54707988.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/spinoff-gains-how-company-demergers-unlock-value-for-shareholders/articleshow/54707981.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/ten-stocks-in-focus-on-thursday-6-october-2016/articleshow/54707898.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/adani-transmission-shares-gain-2-5-on-gmr-asset-takeover/articleshow/54781882.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/britains-ftse-steadies-though-banks-easyjet-weigh/articleshow/54781832.cms
0,OTHERS,http://economictimes.indiatimes.com/markets/stocks/news/mapping-the-market-jewellery-stocks-shine-on-dull-day-tata-steel-adds-muscle/articleshow/54780992.cms
