id,date,intro,title
y5EWGSFJ6cRDGp7gSgCXRJ,"Thu, Jan 12 2017. 04 15 PM","Tata Consultancy Servicess revenue in dollar terms grew 0.3%, sequentially, and increased 5.8% from a year ago","TCS Q3 profit rises 8% to $1 billion, beats forecasts"
NFptpRuJat3hKLDLsYbaPL,"Thu, Jan 12 2017. 08 09 PM",TCS chief  says  it is proactively addressing US visa headwinds by making changes to its business model,TCS tweaking business model to tackle US visa headwinds
qlGLCYzJvklzH6ed8gfuYI,"Thu, Jan 12 2017. 04 45 PM",Google parent Alphabet says it moved staff from drone project to project Loon to focus on creating a network of high-altitude balloons to provide Internet  services,Google drops dream of drones providing Internet 
WTkKrlBKmb8NkcKzh8To0J,"Wed, Jan 11 2017. 09 14 PM","Outdated information security architecture and controls have increased the risk exposure for Indian companies over the last 12 months, said EY survey",Cybersecurity budgets rise but firms not confident of resisting threats: survey 
qJuO2CY13sGqrTyPwJY6ZN,"Wed, Jan 11 2017. 07 42 PM","Facebooks Instagram is bringing more than 30 advertisers into one of its fastest-growing features, Instagram Stories, in a bid to boost advertising revenue",Instagram adds advertising to Instagram Stories
I0e9rDLUfD6rvxDGnD9LmM,"Tue, Jan 10 2017. 12 51 PM",Supreme Court wanrs Sebi to conclude in six months probe against PwC in the corporate fraud case involving Satyam Computer Services,Satyam case: Supreme Court orders Sebi to expedite probe against PwC
dTcgWqXukgfScxv2pGAJRI,"Mon, Jan 23 2017. 02 57 PM",Goldman Sachs expects governments capital spending to increase by 26%,"Measures to support growth likely in budget, says Goldman Sachs"
BRp44zlczj0jeTFyf8vKeP,"Sun, Jan 22 2017. 09 17 PM","However, power, oil and gas, pharmaceuticals, IT and electronics and infrastructure will have a positive impact from demonetisation, Assochams Bizcon Survey said","Demonetisation has negative impact on jobs, SMEs, says Assocham survey"
KkUvbEqiiyBg62OHQwIUKN,"Sun, Jan 22 2017. 02 01 PM","Banks may allow up to three spells of moratorium, not exceeding 6 months each, during the cycle of education loan, the RBI said in a letter to Indian Banks Association",Restructured education loans not to be treated as NPAs: RBI
GQBybiQPaPwL5yI65NqVtI,"Sat, Jan 21 2017. 09 12 PM","Amid its ongoing battle with ICICI Bank, PhonePe in a statement says unfair to subject merchants, including Flipkart, to such poor service quality",PhonePe stops all UPI-based payments on Flipkart website
IDExG3YLd41CTIhjymRzdN,"Sat, Jan 21 2017. 11 23 AM","Over 72 days after demonetisation, RBI says it still does not know the exact number of demonetised notes and is still reconciling the number of notes that were deposited back",RBI says doesnt know exact number of demonetised notes
oD0hYhDFoPTSDmbY5jrDeJ,"Sat, Jan 21 2017. 12 55 AM","Initially, basic products will be launched in terms of customer being able to open accounts, says NSDL MD and CEO G.V. Nageswara Rao",NSDL to start payment bank operations in three months
kj9HDOSwbHtxO28auHw1KJ,"Mon, Jan 23 2017. 07 58 AM","With winter crop sowing (rabi) also getting elongated, analysts expect Rallis to see some kind of spillover sales in the current quarter also",Rallis India: sober December quarter tempers growth expectations
AvAf4J8BHZXjAhAEQy2SCI,"Sat, Jan 21 2017. 07 03 PM",United Spirits Q3 profit jumps on the back of lower finance costs and exceptional expense in the corresponding period last year,United Spirits Q3 profit jumps over threefold to Rs148 crore
64Op3D2mkRwb5iF4mKcPVJ,"Sat, Jan 21 2017. 03 11 PM","UltraTech reported a consolidated net profit of Rs594.61 crore in the third quarter, compared with Rs565.61 crore a year ago",UltraTech Q3 profit rises 5.13% to Rs594.61 crore
mI9epRdPKux32URbjKjrAI,"Sat, Jan 21 2017. 12 56 AM","Jyothy Laboratories reported a consolidated net profit of Rs21.51 crore in the December quarter, up 6.6% from Rs20.18 crore in the year-ago period",Note ban limits Jyothy Labs Q3 net profit growth at 6.6%
IXm3LLmW4u1ObAoWaJUyfJ,"Sat, Jan 21 2017. 12 54 AM",RBL Bank profit rose to Rs128.69 crore in the three months to December from Rs81.05 crore a year ago,RBL reports 59% year-on-year increase in net profit
L29WKrR9E0AchBICvuJ6RN,"Fri, Jan 20 2017. 06 21 PM","The State Bank of Bikaner & Jaipur s net profit fell sharply by 72% to Rs57.84 crore in the quarter ended 31 December, on mounting bad loans and fall in core income",SBBJ shares down nearly 3% as Q3 net profit nosedives
zMq8mzS4b8pD1eeG8SFkKK,"Fri, Jan 20 2017. 05 51 PM",NIITs net revenue during the December quarter rose 2% to Rs267.3 crore as compared to the corresponding period of the previous year ,"NIIT Q3 profit slides 56%, firm blames demonetisation"
F9sPYlmklFU9Tnv42hUfmJ,"Fri, Jan 20 2017. 09 38 PM",SBI chairperson Arundhati Bhattacharya says she hopes recent lending rate cuts by banks would help kickstart credit growth,SBI eyes up to $1.5 billion capital raising next fiscal year
uczLKsXuSeiffCN9sDsWiP,"Fri, Jan 20 2017. 09 08 PM",Latest declarations to the income tax department worth about Rs140 crore have come from a clutch of over three dozen jewellers based in 16 cities of Maharashtra ,Income Tax  dept gets over Rs300 crore declarations under PMGKY
sVYH8JXB3WXwld9K5EOY1M,"Fri, Jan 20 2017. 08 46 PM",The job cuts at HSBC follow a previous cull in the lenders global banking division last May ,HSBC cutting around 100 senior banking jobs globally 
iQ2OUpD6LDJwdp742CizuO,"Fri, Jan 20 2017. 06 55 PM",Bank employees demand complete removal of cash withdrawal restrictions imposed during demonetisation period and safeguarding the autonomy of the RBI,Bank employees threaten nationwide strike on 7 February over RBI autonomy
RfPrydQuDGrd2CN7WtHFRM,"Mon, Jan 30 2017. 02 20 PM",The talks with Idea controlling holder Aditya Birla Group could lead to Vodafone Group splitting off its Indian business into a separate entity,"Vodafone confirms Idea merger talks, could create Indias biggest telecom firm"
VBRqDSfkqBfq4b8u5i9S4N,"Tue, Jan 31 2017. 01 34 AM","CRISIL Foundations analysis shows overall spending increased by 22%, with the bulk of the funds going to education, skill development, healthcare and sanitation initiatives",Indian companies CSR spending up in 2015-16: Report
PxA2QFXfQ5hkiS9egHPXfM,"Tue, Jan 31 2017. 01 31 AM","Property, plant and equipment revaluations account for the biggest adjustments to profits of 72 large BSE 100 companies under Ind AS, finds a Mint-KPMG analysis","The Rs10,000 crore profit adjustment"
F7iOhKVHFfPBLTtrHouuPM,"Tue, Jan 31 2017. 12 57 AM",Heads Up For Tails plans to use the funding for expanding business in both domestic and overseas markets,Heads Up For Tails raises $2 million from HNIs
XFUIGbUDdpzOYW6vCKE8yO,"Mon, Jan 30 2017. 10 47 PM","Swan Energy is building the project in joint venture with Exmar of Belgium, which holds a 38% stake in the project",IFFCO eyes 10% stake in Swan Energys LNG terminal
EnQSRVtI5PsoY3A4ZnjuAK,"Mon, Jan 30 2017. 12 39 PM","Under the contract to Reliance Defence, the Fast Patrol Vessels, or FPVs, will be designed and delivered at a cost of Rs916 crore",Reliance Defence to build 14 patrol ships for Coast Guard
Jdo3TTdKDK5qrncYjT1gHO,"Wed, Jan 25 2017. 01 29 AM",Hinduja Leyland Finance has raised the amount from existing investors Hinduja Group entities and PE firm Everstone Capital,Ashok Leyland finance arm raises Rs250 crore through rights issue
rwN7msCZ4ymqZoloyEgZ2H,"Wed, Jan 25 2017. 01 30 AM",Europes Triodos Bank investment arm and the Shell Foundation lead the $25 million investment in Aavishkaar-Intellecap Group,Aavishkaar-Intellecap Group raises $25 million
lFtPx772am0PuINFDjGkHK,"Tue, Jan 24 2017. 08 40 PM","RBI, however, refused to disclose the name of the governor who approved the design of the new notes","RBI says central board cleared design of new Rs500, Rs2000 notes in May"
c2IdmTGI0Q1hGBiOZTXNzO,"Tue, Jan 24 2017. 08 25 PM","Indian Overseas Bank reports net interest income of Rs1,334.76 crore in the December quarter, marginally lower than Rs1,348 crore a year earlier",Indian Overseas Bank Q3 loss nearly halves to Rs554.44 crore
vGP1xm413tZFEIbGGZOwYN,"Tue, Jan 24 2017. 05 25 PM",Muthoot Microfin has already received Rs50 crore and another Rs50 crore will come by March 2018,Muthoot Microfin to raise Rs130 crore from Creation Investments
DI5uw74Q3wrjqeIMeN4CTL,"Tue, Jan 24 2017. 12 28 AM","Sebi wants to know whether FTILs technology solution used by MCX, is being used to gather price sensitive information and for insider trading",Sebi seeks forensic audit of MCXs trading software
9PY7eOOeXs7BPx4nJHp1tK,"Tue, Jan 24 2017. 02 59 AM","Together with the ETF proceeds, government has garnered Rs30,000 crore from PSU disinvestment this fiscal","Retail investors to get nearly half of Rs6,000 crore CPSE ETF"
iIasBDMFCCKqZHKTXdMf6I,"Fri, Jan 20 2017. 03 47 PM",Net profit for the December quarter reduced to Rs57.84 crore as compared to Rs206.13 crore a year ago.,State Bank of Bikaner and Jaipur Q3 net profit falls 71.94%
ALyrJRVFJ12UmJBvqJ12tI,"Fri, Jan 20 2017. 04 03 PM",Canara Banks net profit increased to Rs321.88 crore compared with Rs84.97 crore a year ago,Canara Bank posts fourfold increase in Q3 net profit
JVNy4tfiqeu66rBltROQ2L,"Thu, Jan 19 2017. 05 42 PM","Axis Bank saw slippages worth Rs4,560 crore, largely in its so-called watchlist, during the quarter ended December","Axis Bank profit falls 73% as bad loans mount, provisions surge"
S7NWCs59tPSxowy0miavbI,"Wed, Jan 11 2017. 12 42 PM","The project will be located in Anantapur district of Andhra Pradesh, and is scheduled for completion by March 2017",Suzlon bags 226.8 MW wind power project in Andhra Pradesh
USaR7mcuMq4D8T2c9vh7pL,"Wed, Jan 11 2017. 10 37 AM","Seven of the worlds largest energy companies will together boost oil and natural gas output by 398,000 barrels a day, the most since 2010",Big oil hits sweet spot as new projects reap rewards of recovery
Or8H3DYao2b0q9P0sNZdqO,"Wed, Jan 11 2017. 10 17 AM","India consumed 196.5 million tonnes of oil products in 2016, up from 177.5 million tonnes in 2015, according to the oil ministrys Petroleum Planning and Analysis Cell",Indias auto sales trigger oil demand rising 11% to record 
oSpBs3p4vqfyHsXsa2LSfM,"Wed, Jan 11 2017. 10 02 AM",Indian Oil Corp. wants to buy assets globally to ensure a tenth of its refining capacity is fed by crude that is either from its own oil field or from assets where it has a stake,Indian Oil scouts for global assets to meet growing demand at home
3S5xeBnDSAEdhmsQl0dpoO,"Wed, Jan 11 2017. 12 06 AM",Suzlon Energy will use the investments to create a renewable energy platform,"Suzlon set to raise Rs800 crore from PE firms Asia Climate Partners, Olympus"
XiroHkvD7C3oLzYUewhK3I,"Wed, Jan 11 2017. 07 53 AM","State-run oil marketing companies Bharat Petroleum, Hindustan Petroleum and Indian Oil are expected to report a good quarter thanks to a recovery in GRMs, inventory gains",Expect a decent December quarter from Indian oil firms
MyawHsvvqTE2IYIjCqj72O,"Tue, Jan 10 2017. 12 59 PM","Against the targeted 12,000 MW for grid-connected solar projects in 2016-17, only 2,250 MW has been achieved so far","Modi govt achieves only 19% of 12,000-MW solar power target in 2016-17"
Gm8mBULWjP1ILdeESxBDKL,"Tue, Jan 17 2017. 10 50 AM","Qi Lu , an architect of CEO Satya Nadellas strategy for artificial intelligence and bots at Microsoft, will take up his new post with immediate effect,  says Baidu ",Microsoft veteran will help run Chinese search giant Baidu
reHzFpVuiwBbYQ11zyeMrO,"Mon, Jan 16 2017. 08 25 PM","Juergen Schmidhuber, often referred to as the father of  artificial intelligence, raised venture capital for his start-up looking to teach machines to solve any problem",AI pioneer Juergen Schmidhuber wants to build the renaissance machine of the future
7qjARDrYO9LyHp9iRlbxYO,"Mon, Jan 16 2017. 07 46 PM",Satya Nadella cautioned Microsoft and competitors about parlour tricks that show artificial intelligences power without preserving workers dignity,Microsofts Satya Nadella warns against hubris amid AI growth
K52MthnRAmw8bKYv3TkwHN,"Mon, Jan 16 2017. 12 45 AM",Digital provides a strong way of seamlessly creating a platform where the customer can track his order from acceptance to manufacturing and from transport and delivery with pro-active intimation on potential delays,How to unlock a brands true digital potential
uLYxZE6K7ZZ85besrpDTIK,"Mon, Jan 16 2017. 12 42 AM","SAP, the German ERP software company, has successfully made inroads into cloud computing and digital solutions",SAP: The road beyond ERP
kIPMZ0JAAwIyQ3TkIpGIaP,"Mon, Jan 16 2017. 12 46 AM",Heres a list of figures from the developments in the world of technology,Stats for enterprises
zmW43aRPTgxRl8VIQJ9lFO,"Sun, Jan 15 2017. 08 38 PM",Nearly 17% of users are safeguarding their accounts with 123456 says password management company Keeper Security ,Study shows 123456 was the most common password in 2016
JMjkSvVkrI4l4mm4992VaI,"Tue, Jan 31 2017. 01 09 PM","In other news, IFMR eyes offshore credit as next big more, while CureFit is set to acquire healthcare start-ups, including Serenity Mental Health",Deals Buzz: ATC emerges as frontrunner for Idea Cellulars telecom towers 
vQAJefZwAU3Ai4xc77Zk5O,"Wed, Jan 25 2017. 11 31 PM","Toyota seeks to meet Corporate Average Fuel Economy norms, or CAFE norms, effective 2021 with fuel-efficient hybrid cars",Toyota plans India model with hybrid DNA
HAkEUATJSmP1euDYC71jbI,"Tue, Jan 31 2017. 11 21 AM","We do not support this travel ban or any policy that is contrary to our core values and beliefs, says Coca Cola CEO Muhtar Kent ","Coca-Cola opposes Donald Trump travel ban, assesses employee impact "
5B6BgDOl9PBvbM3Y4ds2xI,"Tue, Jan 31 2017. 10 49 AM","The meeting is being called together by GitHub, making software development tools, which would be attended by Google, Airbnb and Netflix ",Tech companies to meet on legal challenge to Trump immigration order
ZL7jov9xOFIyVndDXEMN7K,"Tue, Jan 31 2017. 07 44 AM",The likely merger of Vodafone  and Idea may well inspire more competitive moves by Reliance Jio,A Vodafone and Idea merger is no panacea for the telecom sector
Z87Aj97WANRSDz0WGzF0YK,"Tue, Jan 31 2017. 12 45 AM","IFMR CEO Sucharita Mukherjee says will embark on a major expansion drive in 2017, IFMR Rural Channels targets to reach bottom 600 million people in India",Financial services firm IFMR Holdings plans to widen range of offerings
bJzpjbBUCghAyZsbb6BibM,"Mon, Jan 30 2017. 11 09 AM",What began before Donald Trumps inauguration is now escalating into a crucial test for business leaders trying to maintain cross-border flows of people and goods,From GE to Google: The uneasy test of doing business under Donald Trump 
cbCkP08gnbrkDBPHdEAZSO,"Tue, Dec 20 2016. 07 55 PM",Max Group chairman Analjit Singh was not in favour of Cyrus Mistry ouster as chairman of Tata Global Beverages,Analjit Singh resigns from Tata Global Beverages board after Mistry ouster
rX15Lq9NYpiT35Ulyt0dON,"Tue, Dec 20 2016. 04 18 AM",Cyrus Mistry in an interview says Tata Sonss coercive behaviour and uncertainty facing the shareholders had made him decide to quit,Cyrus Mistry interview: Tata Sons must reform at the board level
u4GX4jTsCTZ5dw7wlkO32K,"Mon, Dec 19 2016. 04 33 PM","Chitra Ramkrishna had on 2 December  quit as managing director and CEO of the NSE with immediate effect, presumably over differences with some board members",NSE seeks applicants for post of managing director and CEO
0v3GPxrwuJA6gebfOMy7iN,"Mon, Dec 19 2016. 02 36 AM","Adani Group chairman Gautam Adani on the Australian coal mine project, plans for the solar power sector and Adani ports along Indias coastline",We aspire to be world leaders with our integrated pit-to-plug strategy: Adani
EReffw5Q2VhEVa25BzNgDN,"Sat, Dec 17 2016. 02 38 AM",Tata Global Beverages chairman Harish Bhat says its business as usual in all group firms though the Tata vs Mistry spat is tough to deal with at a personal level,Trust in the Tata brand remains unchanged: Harish Bhat
SIf7vbV8m5twSHK59tol6I,"Fri, Dec 16 2016. 07 35 PM","Rahil Ansari succeeds Joe King, who has gone back to Germany after a three-year stint",Audi India appoints Rahil Ansari as India head
V8W3y6BBh63iq8h4IP3lZI,"Mon, Jan 30 2017. 10 07 PM","SBI Life Insurance may go for a public issue in financial year 2017-18, says CEO Arijit Basu",SBI Life Insurance may offer 10% stake in IPO
bI6aZm7lmkPlZfnZZQxG5N,"Mon, Jan 30 2017. 01 17 AM",The management reshuffle at Tata Motors is aimed at paring the number of leadership layers to speed up decision-making,Tata Motors reshuffles senior management for a leaner structure
9eX4wmiq6DXRXgrrWyhKNI,"Mon, Jan 30 2017. 05 40 PM","Volkswagen sold a record 10.3 million vehicles in 2016, outpacing its rival Toyota with a 3.8% gain from a year earlier",Volkswagen takes global sales crown from Toyota amid diesel crisis
Ni7X0VVRBUhZ7C3rqGMqaN,"Mon, Jan 30 2017. 08 28 PM",The deal comes as the increasing volume of traffic flowing through smartphones makes Ixias equipment and applications more popular with its clients and coveted by its peers,Keysight Technologies to buy Ixia for $1.6 billion
ZpuXk20VaLCPPFyR0iBU6M,"Tue, Jan 24 2017. 12 21 AM","If the PhonePe-ICICI Bank row isnt resolved quickly, it may discourage people from using UPI, curbing the network effect that needs to play out for the platform to grow fast",Will PhonePe-ICICI Bank spat affect UPI expansion?
7MPtvBBSDuHfH4czTZfcdL,"Mon, Jan 23 2017. 10 56 PM","RBI deputy governor N.S. Vishwanathan says like the Insolvency and Bankruptcy Code, the proposed corporation is likely to help protect banks",RBI to set up corporation for insolvency resolution in the financial sector
dLgEMZvJdrL85mhfbJOF4N,"Mon, Jan 23 2017. 07 22 PM",Karnataka Banks net interest income increased 23.47% to Rs376.51 crore from Rs304.93 crore,Karnataka Bank December quarter profit falls 29.30% to Rs68.52 crore
gIKLC2Acy1IPvfa3ORlSBO,"Fri, Jan 13 2017. 08 31 AM","The meeting, called on 23 and 24 January, will be attended by top officials from the states and the Centre involved in helping India achieve its clean energy commitments",Centre calls national review meet to push clean energy projects
80hfIfrBjfXapHk7es4JsK,"Fri, Jan 13 2017. 09 37 AM",Southeast Asias largest economy has been trying to cap its coal output in an attempt to preserve resources for future generations of Indonesians,"Coals recovery too good to resist for Indonesia, the worlds biggest exporter"
prbw3i3VJoV14zDJB6PtWL,"Thu, Jan 12 2017. 01 13 AM","Rajasthan govt will transfer the 1000 MW Chhabra power plant to NTPC in an asset-for-equity deal, followed by two plants of 660 MW each after their completion",NTPC to take over Rajasthans Chhabra power plant
IybgzkSbKGCFH4pTJJJ8cI,"Thu, Jan 12 2017. 09 29 AM","Solar prices could dip in the face of  plummeting panel prices, falling interest rates and competition among developers seeking a slice of Indias renewables market","Indias solar prices set to drop amid competition, lower costs"
RJocZh6y5YMoC2Ok1uOaCP,"Thu, Jan 12 2017. 03 18 AM",Oil ministry is seeking opinion on whether it should proceed to recover the $1.55 billion fine in the Reliance-ONGC row while an arbitration remains pending,"Reliance, govt headed for a long battle in KG D6 dispute"
qT5NAM6AIQhQGzseAlpcLP,"Thu, Jan 12 2017. 12 29 AM",Cairn India is in court to get a refund of costs it paid on behalf of Videocon Industries to operate the Ravva oil field,Delhi HC asks Cairn India to initiate arbitration proceedings in Ravva oil field dispute
AW9TNAZnXQm0myozGsIy5O,"Wed, Jan 11 2017. 05 38 PM","Saudi Arabia, the worlds top oil exporter, has told some of its Asian customers that it will reduce their crude supplies slightly in February",Oil prices rise as Saudi Arabia tells Asian customers of output cuts
So5jRzTGe7117SJHPCfVBO,"Fri, Dec 23 2016. 09 56 AM","For Nusli Wadia, it was a small victory as 60.6% of retail investors and 49.94% of institutional investors voted in his favour and against the resolution seeking his removal",Nusli Wadia voted out of Tata Motors board but with a small victory
H7iIe2lgMoSgR5wf21uhvN,"Thu, Dec 22 2016. 02 23 PM","On Tuesday, Cyrus Investments, Sterling Investments filed an NCLT petition citing oppression to minority shareholders and mismanagement of Tata Sons",NCLT orders Cyrus Mistry to prove allegations against Tata Sons
jFgUgkZQ86jpARNXaZ6grJ,"Thu, Dec 22 2016. 11 29 AM","A number of shareholders, at the Tata Motors EGM, spoke in favour of the resolution seeking Nusli Wadias removal was any indication",Odds stacked against Nusli Wadia at Tata Motors EGM
fZfCaiKR2hDJjaCEcXSuGL,"Thu, Dec 22 2016. 12 56 AM",Glenmark CMD Glenn Saldanha shares his vision of how he plans to grow the business in a challenging environment,We plan to out-license our entire novel drugs pipeline: Glenmark CMD
z16xzXHZCKw7Yb2gZyhgtM,"Thu, Dec 22 2016. 08 18 AM",Nusli Wadia was removed as Tata Steel director after 9 out of 10 shareholders who voted favoured the resolution,Nusli Wadia removed as Tata Steel director
5a2p4CTEMC5oR85Il3Jx4J,"Thu, Dec 22 2016. 12 58 AM","The cloud is the single biggest trend that is impacting our industry and therefore our strategy today as a company, says Juniper CEO Rami Rahim",Cloud is the biggest trend impacting networking industry: Juniper CEO
HRNqVbIMHWGij9XKXV6MNP,"Wed, Dec 21 2016. 06 22 PM","With Adam Messingers responsibilities shifting to Jack Dorsey, the co-founders workload will increase further even as he maintains his other CEO job at Square Inc.","Twitter CTO Adam Messinger to exit, further depleting executive ranks"
m9tVfM0RTEBpGbxsaZDhwM,"Tue, Jan 24 2017. 01 06 PM","Net profit was Rs3,870 crore ($567.91 million) for the third quarter, compared with Rs3,357 crore reported a year ago, said HDFC Bank","HDFC Banks Q3 profit rises 15%  to Rs3,870 crore"
XmDA7WpfHT6UXQb4fsGJoM,"Mon, Jan 23 2017. 05 03 PM","HULs net profit rose 7% to Rs1,037.93 crore for the 3rd quarter aided by one-time gains even as sales volumes fell 4%",HUL results reveal demonetisation impact
n089ooBtH35Uu5Etjs89AN,"Mon, Jan 23 2017. 09 25 PM",L&T Infotech revenue rose to Rs1727.6 crore in the quarter from Rs1515.9 crore in the December quarter of 2015 ,L&T Infotech Q3 net profit up 10.5% to Rs248 crore
9xbQyj146WqXhGHzGID5CI,"Mon, Jan 23 2017. 09 18 PM","McDonalds is looking to technology, such as touch screens and mobile ordering, to help fuel sales",McDonalds all-day breakfast push no longer fueling sales growth
70jhLAWjqaF7Bn581Gks2M,"Mon, Jan 23 2017. 08 37 PM","Bharti Infratels revenue increased 10% to Rs3,401 crore during the December quarter from Rs3,106 crore a year ago",Bharti Infratel profit rises 25% to Rs620 crore
ZPlDbdV3R1YLlE9THikwyN,"Mon, Jan 23 2017. 08 52 PM","Asian Paints total income from operations rose 2.56% to Rs4,353.99 crore for the December quarter from Rs4,245.16 crore last fiscal",Asian Paints Q3 profit up 1.5% at Rs489.31 crore
8xGvjbXQTCPRP6fe3TbglK,"Mon, Jan 23 2017. 07 57 AM",City gas distributors had delivered for the half year ended September; but they are expected to suffer the adverse consequences of demonetization on CNG demand ,What to expect from gas firms for the December quarter
qzzQpVmwpmOKIK9AHRnkBM,"Tue, Jan 10 2017. 09 04 PM","UAEs energy mix by 2050 will comprise 44% from renewables, 38% from gas, 12% from clean fossils and 6% from nuclear energy",UAE to invest $163 billion to diversify energy
oCT8jQCLnTAze4N4Q2uwQL,"Tue, Jan 10 2017. 08 45 PM","Consumption of fuels in India, a proxy for oil demand, surged 10.7% to 196.48 million tonnes in 2016, data from the PPAC of the oil ministry shows ",Indias 2016 fuel sales growth highest in at least 16 years
KFwcCgu1MR6bgbXt2qR99O,"Tue, Jan 10 2017. 07 30 PM",Kolkata Municipal Corporation has agreed to the reform to raise financial resources for the much-needed repair of underground water pipes,Kolkata municipal body to meter household water consumption under ADB pressure
42D3KEcHjYULR7Od8s6IdN,"Fri, Jan 13 2017. 10 24 AM","TCS shares decline after its chief financial officer, Rajesh Gopinathan, is named to succeed N. Chandrasekaran as its chief executive officer ",TCS shares fall the most since Trump win as CEO Chandrasekaran exits
qhGoqzYEXQ0m9QM9F98U5I,"Fri, Jan 13 2017. 05 48 PM","Infosys Q3 revenues fell 1.4% to $2.551 billion, largely due to the ramp-down of a large project with Royal Bank of Scotland subsidiary Williams and Glyn",Infosys results provide little reason for cheer
NrAxsYH1PaWSm0TUaPnv2I,"Fri, Jan 13 2017. 09 14 PM","WhatsApp messages could be read without its billion-plus users knowing due to a security backdoor in its end-to-end encryption protocol, says report",WhatsApp encryption can be bypassed by security backdoor: report
oIKFxSY6iVDOqFsXdxzuPN,"Tue, Jan 31 2017. 01 10 AM","LIC cut its stake by the most in Tata Chemicals, where it reduced its holding by 73 basis points to 2.59%",LIC pares stakes in seven Tata group firms wary of long-drawn legal battle
hMfxEr2vqq2nDFd3din6WJ,"Tue, Jan 31 2017. 03 33 AM","Air India yet to start financial bids for the business strategy contract, which will be for 3-6 months and may be followed by two more phases","Air India shortlists McKinsey, Bain and Co, EY to chart business strategy"
5g9stqrKreU100jq5oXa6J,"Tue, Jan 31 2017. 03 05 AM","Separately, the ED will use the CBI chargesheet against Kingfisher Airlines, its officials and IDBI Bank officials to Vijay Mallyas extradition",Vijay Mallya case: CBI suspects IDBI Bank loan to Kingfisher Airlines was diverted to 7 nations
nJErdQk632tBn4MBENb9aM,"Tue, Jan 31 2017. 10 31 PM","Kira Systems will help law firm Cyril Amarchand Mangaldas in identifying, analysing and extracting clauses from contracts and other legal documents",Cyril Amarchand Mangaldas in pact with software solutions firm Kira Systems
FPg0X8M3MgMGR1FNwK5QgP,"Tue, Jan 31 2017. 10 09 PM",The New Delhi-Kochi-Dubai route owhich starting from Wednesday is expected to give a fillip to the growing ties between India and  the UAE ,Air Indias Dreamliner service to Kerala starts tomorrow
644n0DkZZlIjzpFHzGm9bN,"Fri, Dec 16 2016. 06 58 PM","Billionaire Shin Dong-joo says hes confident hell clear his name in court, overthrow his brother as chairman and seize control of Lotte Group that generates more revenue than Google or Airbus ",Inside a banished Korean billionaires plot to overthrow his brother
CG0isyJfJPSruJvYdEedbJ,"Fri, Dec 16 2016. 02 24 AM",NSE chairman Ashok Chawla says the bourses share sale is likely to happen in the beginning of the April-June quarter after it hires a new managing director ,NSE will list only after allegations of unfair access are resolved: Ashok Chawla
Oy49TsiHY99VehV70EaTJM,"Thu, Dec 15 2016. 08 54 AM","The ultimate prize for Cyrus Mistry may be Jaguar Land Rover, the crowning glory of Ratan Tatas dealmaking career",What does Cyrus Mistry gain by trashing the Tata group?
JfsYT5yMRpQJESzqRvetcL,"Wed, Dec 14 2016. 10 54 PM",V.K. Sharma has been serving as LICs managing director since November 2013,V.K. Sharma appointed LIC chief for five years
uNlDtZpvGyViDTWav6ycpM,"Wed, Jan 11 2017. 03 45 PM","Fuel demand growth is expected to slow by as much as 40% in 2017 from last year as demonetisation hurts businesses, industry and car sales",Demonetisation to hold back Indias fuel demand growth this year 
WZbkfr9efnhi1EPKUmRQjK,"Wed, Jan 11 2017. 03 24 PM","Saudi Arabia cuts Feb oil supplies to refiners in India and Southeast Asia, seeking to comply with an Opec deal; steady exports to Asia may point to supply cuts in Europe, US","Saudi cuts February oil exports to RIL, Petronas, HMEL to meet Opec deal"
yHnq54KyAHtwcc45Ndb97L,"Wed, Jan 11 2017. 01 27 AM","AES India has placed a joint bid with Macquarie Group for the Chhabra plant valued at Rs14,000 crore; all three have cleared request for proposal stage","AES, Adani, Tata Power-ICICI in race for Rajasthan power project"
aa0zUxDffs1J9NpKhuW7HL,"Tue, Dec 20 2016. 11 59 AM",Indian Hotels officials say the EGM was held for technical reasons and it will give shareholders a chance to be heard,"At Indian Hotels EGM, shareholders express concern over Tata-Mistry fight"
obL4ErMKvswqO7WvCSMyjI,"Tue, Dec 20 2016. 10 15 AM","For Cyrus Mistry, the company law tribunal case may be just the beginning in the battle with Tata Sons",The options before Cyrus Mistry
05PcYpZOmBeSeBLoMPqETN,"Wed, Dec 21 2016. 03 19 AM",Tech Mahindra CEO CP Gurnani on bets his firm is making and why he remains confident that it will remain relevant in the face of disruptive technology,"By 2020, 50% of Tech Mahindras business will come from IT: CEO CP Gurnani "
dLgEMZvJdrL85mhfbJOF4N,"Mon, Jan 23 2017. 07 22 PM",Karnataka Banks net interest income increased 23.47% to Rs376.51 crore from Rs304.93 crore,Karnataka Bank December quarter profit falls 29.30% to Rs68.52 crore
jktJWZmo6F9PoZDV0sU6sK,"Mon, Jan 23 2017. 05 18 PM","Trents total income increased 14.88% to Rs440.71 crore for the fiscal third quarter, compared with Rs.383.63 crore a year ago",Trent Q3 profit rises 14% to Rs37 crore
UJae3VJvO3xPr4yJxyX11M,"Mon, Jan 23 2017. 07 58 AM","The popular segmentwhich the masses consumesaw sales decline by 7%, while the prestige segmentwhich the well-heeled consumeactually grew by 11%",United Spirits says cheers to note ban
